country_code,country_name,region_code,region_name,survey_coverage,year,welfare_time,welfare_type,poverty_line,mean,headcount,poverty_gap,poverty_severity,watts,gini,median,mld,polarization,population,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,gdp,hfce,survey_comparability,survey_acronym,survey_time,is_interpolated,distribution_type,reporting_level,comparable_spell
ALB,Albania,ECA,Europe and Central Asia,National,1996,1996,Consumption,3.2,6.5708208,.11174149,.020948319,.0061194883,.025211433,.27010342,5.7748051,.11910433,.24129327,3168033,.038632859,.052893467,.063786834,.073220417,.08379662,.093549028,.10823087,.12473869,.14899547,.21215573,.44457248,54.652584,1633.5515,1714.8135,0,EWS,1996,FALSE,micro,national,1996
ALB,Albania,ECA,Europe and Central Asia,National,1996,1996,Consumption,5.5,6.5708208,.44618416,.12842785,.050880171,.16742872,.27010342,5.7748051,.11910433,.24129327,3168033,.038632859,.052893467,.063786834,.073220417,.08379662,.093549028,.10823087,.12473869,.14899547,.21215573,.44457248,54.652584,1633.5515,1714.8135,0,EWS,1996,FALSE,micro,national,1996
ALB,Albania,ECA,Europe and Central Asia,National,2002,2002,Consumption,1.9,6.7158275,.015708433,.0026176109,.00079407421,.0032506352,.31738979,5.5396075,.1648116,.26898164,3051010,.034940019,.048594441,.058420591,.067382038,.076531023,.088394597,.10228585,.11984429,.14925079,.25435638,.78053308,54.652584,2247.4976,1685.3682,1,LSMS,2002,FALSE,micro,national,2002 - 2012
ALB,Albania,ECA,Europe and Central Asia,National,2002,2002,Consumption,3.2,6.7158275,.14132118,.028559176,.00903395,.035107844,.31738979,5.5396075,.1648116,.26898164,3051010,.034940019,.048594441,.058420591,.067382038,.076531023,.088394597,.10228585,.11984429,.14925079,.25435638,.78053308,54.652584,2247.4976,1685.3682,1,LSMS,2002,FALSE,micro,national,2002 - 2012
ALB,Albania,ECA,Europe and Central Asia,National,2002,2002,Consumption,5.5,6.7158275,.49669635,.15095426,.062276088,.20003535,.31738979,5.5396075,.1648116,.26898164,3051010,.034940019,.048594441,.058420591,.067382038,.076531023,.088394597,.10228585,.11984429,.14925079,.25435638,.78053308,54.652584,2247.4976,1685.3682,1,LSMS,2002,FALSE,micro,national,2002 - 2012
ALB,Albania,ECA,Europe and Central Asia,National,2005,2005,Consumption,1.9,7.5919299,.0086052716,.0013132549,.00033483226,.001529608,.30595654,6.4603572,.15441276,.25452867,3011487,.034825359,.04920109,.059772827,.069211826,.079881586,.090370685,.10372144,.12126408,.14833944,.24341168,.83873713,54.652584,2675.5081,2079.2434,1,LSMS,2005,FALSE,micro,national,2002 - 2012
ALB,Albania,ECA,Europe and Central Asia,National,2005,2005,Consumption,3.2,7.5919299,.087156847,.017615814,.0053857029,.021353506,.30595654,6.4603572,.15441276,.25452867,3011487,.034825359,.04920109,.059772827,.069211826,.079881586,.090370685,.10372144,.12126408,.14833944,.24341168,.83873713,54.652584,2675.5081,2079.2434,1,LSMS,2005,FALSE,micro,national,2002 - 2012
ALB,Albania,ECA,Europe and Central Asia,National,2005,2005,Consumption,5.5,7.5919299,.38545254,.10613009,.041800708,.1383208,.30595654,6.4603572,.15441276,.25452867,3011487,.034825359,.04920109,.059772827,.069211826,.079881586,.090370685,.10372144,.12126408,.14833944,.24341168,.83873713,54.652584,2675.5081,2079.2434,1,LSMS,2005,FALSE,micro,national,2002 - 2012
ALB,Albania,ECA,Europe and Central Asia,National,2008,2008,Consumption,1.9,8.3143454,.0031364958,.00051241118,.00013111893,.00059409812,.29984671,6.9576592,.14889339,.24731112,2947314,.037336253,.051367812,.060884722,.069835842,.079120785,.089241326,.10298735,.11929075,.14535205,.24458311,.9123323,54.652584,3298.478,2819.7361,1,LSMS,2008,FALSE,micro,national,2002 - 2012
ALB,Albania,ECA,Europe and Central Asia,National,2008,2008,Consumption,3.2,8.3143454,.052505415,.0075103738,.0019553681,.0088527203,.29984671,6.9576592,.14889339,.24731112,2947314,.037336253,.051367812,.060884722,.069835842,.079120785,.089241326,.10298735,.11929075,.14535205,.24458311,.9123323,54.652584,3298.478,2819.7361,1,LSMS,2008,FALSE,micro,national,2002 - 2012
ALB,Albania,ECA,Europe and Central Asia,National,2008,2008,Consumption,5.5,8.3143454,.31110346,.073949061,.025784718,.092686951,.29984671,6.9576592,.14889339,.24731112,2947314,.037336253,.051367812,.060884722,.069835842,.079120785,.089241326,.10298735,.11929075,.14535205,.24458311,.9123323,54.652584,3298.478,2819.7361,1,LSMS,2008,FALSE,micro,national,2002 - 2012
ALB,Albania,ECA,Europe and Central Asia,National,2012,2012,Consumption,1.9,7.8828669,.0084975446,.0016910087,.00057880511,.0021162347,.28960484,6.8252892,.13841707,.24998792,2900401,.03659527,.051930949,.061436437,.070307255,.080838323,.092569426,.10515455,.12293301,.14889137,.2293434,1.020316,54.652584,3736.3391,2989.866,1,LSMS,2012,FALSE,micro,national,2002 - 2012
ALB,Albania,ECA,Europe and Central Asia,National,2012,2012,Consumption,3.2,7.8828669,.061824139,.012726091,.0043658186,.016022164,.28960484,6.8252892,.13841707,.24998792,2900401,.03659527,.051930949,.061436437,.070307255,.080838323,.092569426,.10515455,.12293301,.14889137,.2293434,1.020316,54.652584,3736.3391,2989.866,1,LSMS,2012,FALSE,micro,national,2002 - 2012
ALB,Albania,ECA,Europe and Central Asia,National,2012,2012,Consumption,5.5,7.8828669,.34528905,.086455546,.032200918,.11137125,.28960484,6.8252892,.13841707,.24998792,2900401,.03659527,.051930949,.061436437,.070307255,.080838323,.092569426,.10515455,.12293301,.14889137,.2293434,1.020316,54.652584,3736.3391,2989.866,1,LSMS,2012,FALSE,micro,national,2002 - 2012
ALB,Albania,ECA,Europe and Central Asia,National,2014,2014,Consumption,1.9,8.3997746,.015808972,.0021191933,.00044486066,.0023888526,.34598896,6.8708367,.19866157,.32430971,2889104,.028530039,.041737672,.052229129,.063115984,.075123735,.089328595,.10593703,.12724538,.16130921,.25544322,1.0569962,54.652584,3855.7598,3142.7734,2,HBS,2014,FALSE,micro,national,2014 - 2017
ALB,Albania,ECA,Europe and Central Asia,National,2014,2014,Consumption,3.2,8.3997746,.11615621,.02546837,.0081781512,.031144297,.34598896,6.8708367,.19866157,.32430971,2889104,.028530039,.041737672,.052229129,.063115984,.075123735,.089328595,.10593703,.12724538,.16130921,.25544322,1.0569962,54.652584,3855.7598,3142.7734,2,HBS,2014,FALSE,micro,national,2014 - 2017
ALB,Albania,ECA,Europe and Central Asia,National,2014,2014,Consumption,5.5,8.3997746,.37033841,.11734796,.050521407,.15765685,.34598896,6.8708367,.19866157,.32430971,2889104,.028530039,.041737672,.052229129,.063115984,.075123735,.089328595,.10593703,.12724538,.16130921,.25544322,1.0569962,54.652584,3855.7598,3142.7734,2,HBS,2014,FALSE,micro,national,2014 - 2017
ALB,Albania,ECA,Europe and Central Asia,National,2015,2015,Consumption,1.9,9.9851418,.0024509791,.00016856003,.000016385145,.00017747814,.32753733,8.1894541,.17549548,.30036378,2880703,.03154479,.04546798,.055664219,.065794647,.076200232,.088862367,.10474084,.12523295,.15869892,.24779308,1.0940038,54.652584,3952.8025,3189.7056,2,HBS,2015,FALSE,micro,national,2014 - 2017
ALB,Albania,ECA,Europe and Central Asia,National,2015,2015,Consumption,3.2,9.9851418,.046907671,.0086017242,.0023029435,.010085256,.32753733,8.1894541,.17549548,.30036378,2880703,.03154479,.04546798,.055664219,.065794647,.076200232,.088862367,.10474084,.12523295,.15869892,.24779308,1.0940038,54.652584,3952.8025,3189.7056,2,HBS,2015,FALSE,micro,national,2014 - 2017
ALB,Albania,ECA,Europe and Central Asia,National,2015,2015,Consumption,5.5,9.9851418,.24461184,.061896056,.022883393,.078913555,.32753733,8.1894541,.17549548,.30036378,2880703,.03154479,.04546798,.055664219,.065794647,.076200232,.088862367,.10474084,.12523295,.15869892,.24779308,1.0940038,54.652584,3952.8025,3189.7056,2,HBS,2015,FALSE,micro,national,2014 - 2017
ALB,Albania,ECA,Europe and Central Asia,National,2016,2016,Consumption,1.9,10.38745,.0041036424,.00030296817,.000035936831,.00032316605,.33736297,8.5166121,.18758059,.31438035,2876101,.029694058,.043505155,.054224178,.064237669,.075244322,.08896663,.10520496,.12703985,.16138762,.25049555,1.0899854,54.652584,4090.3716,3263.0234,2,HBS,2016,FALSE,micro,national,2014 - 2017
ALB,Albania,ECA,Europe and Central Asia,National,2016,2016,Consumption,3.2,10.38745,.054626122,.009215544,.0023630841,.010757519,.33736297,8.5166121,.18758059,.31438035,2876101,.029694058,.043505155,.054224178,.064237669,.075244322,.08896663,.10520496,.12703985,.16138762,.25049555,1.0899854,54.652584,4090.3716,3263.0234,2,HBS,2016,FALSE,micro,national,2014 - 2017
ALB,Albania,ECA,Europe and Central Asia,National,2016,2016,Consumption,5.5,10.38745,.23903491,.063052312,.023978682,.080976233,.33736297,8.5166121,.18758059,.31438035,2876101,.029694058,.043505155,.054224178,.064237669,.075244322,.08896663,.10520496,.12703985,.16138762,.25049555,1.0899854,54.652584,4090.3716,3263.0234,2,HBS,2016,FALSE,micro,national,2014 - 2017
ALB,Albania,ECA,Europe and Central Asia,National,2016,2016,Income,1.9,8.2429504,.066816039,.024659522,.012784249,.036540233,.38565642,6.7423258,.27373984,.3503601,2876101,.018381765,.034833606,.047921788,.060813952,.073580652,.088626504,.10573946,.12912911,.16630366,.2746695,1.0899854,54.652584,4090.3716,3263.0234,4,SILC-C,2017,FALSE,micro,national,2016 - 2018
ALB,Albania,ECA,Europe and Central Asia,National,2016,2016,Income,3.2,8.2429504,.17621648,.063702755,.033116542,.096858896,.38565642,6.7423258,.27373984,.3503601,2876101,.018381765,.034833606,.047921788,.060813952,.073580652,.088626504,.10573946,.12912911,.16630366,.2746695,1.0899854,54.652584,4090.3716,3263.0234,4,SILC-C,2017,FALSE,micro,national,2016 - 2018
ALB,Albania,ECA,Europe and Central Asia,National,2016,2016,Income,5.5,8.2429504,.39949891,.15728126,.08611232,.24723485,.38565642,6.7423258,.27373984,.3503601,2876101,.018381765,.034833606,.047921788,.060813952,.073580652,.088626504,.10573946,.12912911,.16630366,.2746695,1.0899854,54.652584,4090.3716,3263.0234,4,SILC-C,2017,FALSE,micro,national,2016 - 2018
ALB,Albania,ECA,Europe and Central Asia,National,2017,2017,Consumption,1.9,10.27988,.0042847544,.0006258678,.00011003802,.0006894478,.33055663,8.4381723,.17990847,.30852225,2873457,.030905286,.044599425,.05477605,.065081231,.07604976,.08908397,.10539262,.12717886,.16080849,.2461243,1.1124456,54.652584,4249.8037,3345.3716,2,HBS,2017,FALSE,micro,national,2014 - 2017
ALB,Albania,ECA,Europe and Central Asia,National,2017,2017,Consumption,3.2,10.27988,.042847428,.0090813702,.0028434289,.011024062,.33055663,8.4381723,.17990847,.30852225,2873457,.030905286,.044599425,.05477605,.065081231,.07604976,.08908397,.10539262,.12717886,.16080849,.2461243,1.1124456,54.652584,4249.8037,3345.3716,2,HBS,2017,FALSE,micro,national,2014 - 2017
ALB,Albania,ECA,Europe and Central Asia,National,2017,2017,Consumption,5.5,10.27988,.23828624,.060089435,.022498677,.077202171,.33055663,8.4381723,.17990847,.30852225,2873457,.030905286,.044599425,.05477605,.065081231,.07604976,.08908397,.10539262,.12717886,.16080849,.2461243,1.1124456,54.652584,4249.8037,3345.3716,2,HBS,2017,FALSE,micro,national,2014 - 2017
ALB,Albania,ECA,Europe and Central Asia,National,2017,2017,Income,1.9,8.6231642,.060738206,.020433946,.010023559,.029400444,.37095127,7.2100396,.25417492,.33253664,2873457,.018976139,.036430117,.050108947,.06329184,.076491535,.090737507,.10648661,.12902117,.16392252,.26453364,1.1124456,54.652584,4249.8037,3345.3716,4,SILC-C,2018,FALSE,micro,national,2016 - 2018
ALB,Albania,ECA,Europe and Central Asia,National,2017,2017,Income,3.2,8.6231642,.15224104,.054643858,.028070642,.081832297,.37095127,7.2100396,.25417492,.33253664,2873457,.018976139,.036430117,.050108947,.06329184,.076491535,.090737507,.10648661,.12902117,.16392252,.26453364,1.1124456,54.652584,4249.8037,3345.3716,4,SILC-C,2018,FALSE,micro,national,2016 - 2018
ALB,Albania,ECA,Europe and Central Asia,National,2017,2017,Income,5.5,8.6231642,.35782582,.13715151,.074444495,.21352234,.37095127,7.2100396,.25417492,.33253664,2873457,.018976139,.036430117,.050108947,.06329184,.076491535,.090737507,.10648661,.12902117,.16392252,.26453364,1.1124456,54.652584,4249.8037,3345.3716,4,SILC-C,2018,FALSE,micro,national,2016 - 2018
ALB,Albania,ECA,Europe and Central Asia,National,2018,2018,Consumption,1.9,11.029705,.0012077233,.000092047128,.000014556195,.00010029878,.30148283,9.6410789,.15240441,.26593012,2866376,.031698257,.047681749,.059720401,.070732623,.081351623,.093452781,.10747296,.12597141,.15449506,.22742312,1.1350067,54.652584,4431.5391,3465.6172,3,HBS,2018,FALSE,micro,national,2018 - 2019
ALB,Albania,ECA,Europe and Central Asia,National,2018,2018,Consumption,3.2,11.029705,.033245385,.0060721077,.001651083,.0071402467,.30148283,9.6410789,.15240441,.26593012,2866376,.031698257,.047681749,.059720401,.070732623,.081351623,.093452781,.10747296,.12597141,.15449506,.22742312,1.1350067,54.652584,4431.5391,3465.6172,3,HBS,2018,FALSE,micro,national,2018 - 2019
ALB,Albania,ECA,Europe and Central Asia,National,2018,2018,Consumption,5.5,11.029705,.16861707,.042167328,.015695553,.053902164,.30148283,9.6410789,.15240441,.26593012,2866376,.031698257,.047681749,.059720401,.070732623,.081351623,.093452781,.10747296,.12597141,.15449506,.22742312,1.1350067,54.652584,4431.5391,3465.6172,3,HBS,2018,FALSE,micro,national,2018 - 2019
ALB,Albania,ECA,Europe and Central Asia,National,2018,2018,Income,1.9,9.0258923,.045662429,.013241007,.0059648608,.018313423,.35988751,7.6198049,.23305129,.31924504,2866376,.021487139,.038549062,.05140692,.063940376,.077296019,.091350138,.10672525,.12678711,.16243929,.26001868,1.1350067,54.652584,4431.5391,3465.6172,4,SILC-C,2019,FALSE,micro,national,2016 - 2018
ALB,Albania,ECA,Europe and Central Asia,National,2018,2018,Income,3.2,9.0258923,.12557226,.040879108,.019593125,.058807008,.35988751,7.6198049,.23305129,.31924504,2866376,.021487139,.038549062,.05140692,.063940376,.077296019,.091350138,.10672525,.12678711,.16243929,.26001868,1.1350067,54.652584,4431.5391,3465.6172,4,SILC-C,2019,FALSE,micro,national,2016 - 2018
ALB,Albania,ECA,Europe and Central Asia,National,2018,2018,Income,5.5,9.0258923,.32385656,.11786016,.060027681,.17577696,.35988751,7.6198049,.23305129,.31924504,2866376,.021487139,.038549062,.05140692,.063940376,.077296019,.091350138,.10672525,.12678711,.16243929,.26001868,1.1350067,54.652584,4431.5391,3465.6172,4,SILC-C,2019,FALSE,micro,national,2016 - 2018
ALB,Albania,ECA,Europe and Central Asia,National,2019,2019,Consumption,1.9,12.905642,0,0,0,0,.30771738,10.831646,.15462629,.2748923,2854191,.033949334,.048618697,.058932658,.068372682,.07861276,.09013541,.10514613,.12447414,.15417938,.23757879,1.1510227,54.652584,4544.5151,,3,HBS,2019,FALSE,micro,national,2018 - 2019
ALB,Albania,ECA,Europe and Central Asia,National,2019,2019,Consumption,3.2,12.905642,.011985939,.001619884,.00035076155,.001834483,.30771738,10.831646,.15462629,.2748923,2854191,.033949334,.048618697,.058932658,.068372682,.07861276,.09013541,.10514613,.12447414,.15417938,.23757879,1.1510227,54.652584,4544.5151,,3,HBS,2019,FALSE,micro,national,2018 - 2019
ALB,Albania,ECA,Europe and Central Asia,National,2019,2019,Consumption,5.5,12.905642,.099620618,.020339102,.0064727976,.024877537,.30771738,10.831646,.15462629,.2748923,2854191,.033949334,.048618697,.058932658,.068372682,.07861276,.09013541,.10514613,.12447414,.15417938,.23757879,1.1510227,54.652584,4544.5151,,3,HBS,2019,FALSE,micro,national,2018 - 2019
ARE,United Arab Emirates,OHI,Other high Income,National,2013,2013.42,Income,1.9,76.299309,0,0,0,0,.32510421,68.604256,.19533359,.32329306,9197908,.023497326,.038642842,.053066228,.067383155,.082186393,.098176621,.11635509,.13842759,.1679116,.21435316,1.0277356,2.3966532,35495.766,15170.147,0,HIES,2014-2015,FALSE,group,national,2013 - 2018
ARE,United Arab Emirates,OHI,Other high Income,National,2013,2013.42,Income,3.2,76.299309,0,0,0,0,.32510421,68.604256,.19533359,.32329306,9197908,.023497326,.038642842,.053066228,.067383155,.082186393,.098176621,.11635509,.13842759,.1679116,.21435316,1.0277356,2.3966532,35495.766,15170.147,0,HIES,2014-2015,FALSE,group,national,2013 - 2018
ARE,United Arab Emirates,OHI,Other high Income,National,2013,2013.42,Income,5.5,76.299309,0,0,0,0,.32510421,68.604256,.19533359,.32329306,9197908,.023497326,.038642842,.053066228,.067383155,.082186393,.098176621,.11635509,.13842759,.1679116,.21435316,1.0277356,2.3966532,35495.766,15170.147,0,HIES,2014-2015,FALSE,group,national,2013 - 2018
ARE,United Arab Emirates,OHI,Other high Income,National,2018,2018,Income,1.9,82.96022,0,0,0,0,.25966278,75.952271,.11142685,.23970653,9630966,.039759357,.052412547,.063295558,.074222423,.085614309,.09783873,.11142229,.12738326,.14848606,.19956549,1.1576412,2.3966532,39670.93,15531.339,0,HIES,2019,FALSE,group,national,2013 - 2018
ARE,United Arab Emirates,OHI,Other high Income,National,2018,2018,Income,3.2,82.96022,0,0,0,0,.25966278,75.952271,.11142685,.23970653,9630966,.039759357,.052412547,.063295558,.074222423,.085614309,.09783873,.11142229,.12738326,.14848606,.19956549,1.1576412,2.3966532,39670.93,15531.339,0,HIES,2019,FALSE,group,national,2013 - 2018
ARE,United Arab Emirates,OHI,Other high Income,National,2018,2018,Income,5.5,82.96022,.00054988015,.000014894683,5.3835333e-07,.000030398209,.25966278,75.952271,.11142685,.23970653,9630966,.039759357,.052412547,.063295558,.074222423,.085614309,.09783873,.11142229,.12738326,.14848606,.19956549,1.1576412,2.3966532,39670.93,15531.339,0,HIES,2019,FALSE,group,national,2013 - 2018
ARG,Argentina,LAC,Latin America and the Caribbean,Urban,1980,1980,Income,1.9,22.943247,.0047987672,.0022156625,.002054461,.00090439105,.4083086,17.543812,.2918472,.37289864,23122598,.020098563,.032864355,.044929877,.056978583,.069689035,.083945639,.10122462,.12467998,.16383563,.3017537,.2656343,3.1611636,10318.183,,0,EPH,1980,FALSE,group,urban,1980 - 1987
ARG,Argentina,LAC,Latin America and the Caribbean,Urban,1980,1980,Income,3.2,22.943247,.017857678,.0054577948,.0031207241,.0055116508,.4083086,17.543812,.2918472,.37289864,23122598,.020098563,.032864355,.044929877,.056978583,.069689035,.083945639,.10122462,.12467998,.16383563,.3017537,.2656343,3.1611636,10318.183,,0,EPH,1980,FALSE,group,urban,1980 - 1987
ARG,Argentina,LAC,Latin America and the Caribbean,Urban,1980,1980,Income,5.5,22.943247,.075524367,.021348795,.0096154753,.027072858,.4083086,17.543812,.2918472,.37289864,23122598,.020098563,.032864355,.044929877,.056978583,.069689035,.083945639,.10122462,.12467998,.16383563,.3017537,.2656343,3.1611636,10318.183,,0,EPH,1980,FALSE,group,urban,1980 - 1987
ARG,Argentina,LAC,Latin America and the Caribbean,Urban,1986,1986,Income,1.9,24.847164,.012244479,.011219339,.011092341,.00025487217,.42808887,17.922939,.32759932,.38463652,26230730,.017675407,.033586144,.043525949,.05518648,.06666024,.07979805,.097386986,.12087507,.16322485,.32208082,.068085335,3.1611636,9412.9951,,0,EPH,1986,FALSE,micro,urban,1980 - 1987
ARG,Argentina,LAC,Latin America and the Caribbean,Urban,1986,1986,Income,3.2,24.847164,.022966364,.013960089,.011938312,.0035867712,.42808887,17.922939,.32759932,.38463652,26230730,.017675407,.033586144,.043525949,.05518648,.06666024,.07979805,.097386986,.12087507,.16322485,.32208082,.068085335,3.1611636,9412.9951,,0,EPH,1986,FALSE,micro,urban,1980 - 1987
ARG,Argentina,LAC,Latin America and the Caribbean,Urban,1986,1986,Income,5.5,24.847164,.063865118,.025276769,.016852604,.018878931,.42808887,17.922939,.32759932,.38463652,26230730,.017675407,.033586144,.043525949,.05518648,.06666024,.07979805,.097386986,.12087507,.16322485,.32208082,.068085335,3.1611636,9412.9951,,0,EPH,1986,FALSE,micro,urban,1980 - 1987
ARG,Argentina,LAC,Latin America and the Caribbean,Urban,1987,1987,Income,1.9,22.712023,.014303747,.0097013758,.0085880542,.002331693,.45276365,15.797887,.36723319,.41031998,26769634,.015614495,.030145274,.041188955,.051935785,.063426331,.077236198,.095135175,.11948486,.16331403,.3425189,.15750501,3.1611636,9517.1084,,0,EPH,1987,FALSE,micro,urban,1980 - 1987
ARG,Argentina,LAC,Latin America and the Caribbean,Urban,1987,1987,Income,3.2,22.712023,.032572351,.014468669,.010752084,.0090022767,.45276365,15.797887,.36723319,.41031998,26769634,.015614495,.030145274,.041188955,.051935785,.063426331,.077236198,.095135175,.11948486,.16331403,.3425189,.15750501,3.1611636,9517.1084,,0,EPH,1987,FALSE,micro,urban,1980 - 1987
ARG,Argentina,LAC,Latin America and the Caribbean,Urban,1987,1987,Income,5.5,22.712023,.10307565,.035548322,.02001051,.038200498,.45276365,15.797887,.36723319,.41031998,26769634,.015614495,.030145274,.041188955,.051935785,.063426331,.077236198,.095135175,.11948486,.16331403,.3425189,.15750501,3.1611636,9517.1084,,0,EPH,1987,FALSE,micro,urban,1980 - 1987
ARG,Argentina,LAC,Latin America and the Caribbean,Urban,1991,1991,Income,1.9,16.116835,.012815984,.0074024461,.0058880281,.0039847037,.46761739,10.679039,.38085759,.40579012,28887231,.017441465,.030524239,.040591504,.050023112,.060585719,.072383568,.088909484,.11407436,.15937364,.36609292,1591.6122,3.1611636,8769.75,,1,EPH,1991,FALSE,micro,urban,1991 - 2002
ARG,Argentina,LAC,Latin America and the Caribbean,Urban,1991,1991,Income,3.2,16.116835,.055086542,.017795727,.0098127555,.017775452,.46761739,10.679039,.38085759,.40579012,28887231,.017441465,.030524239,.040591504,.050023112,.060585719,.072383568,.088909484,.11407436,.15937364,.36609292,1591.6122,3.1611636,8769.75,,1,EPH,1991,FALSE,micro,urban,1991 - 2002
ARG,Argentina,LAC,Latin America and the Caribbean,Urban,1991,1991,Income,5.5,16.116835,.18986417,.059795819,.028916948,.076244026,.46761739,10.679039,.38085759,.40579012,28887231,.017441465,.030524239,.040591504,.050023112,.060585719,.072383568,.088909484,.11407436,.15937364,.36609292,1591.6122,3.1611636,8769.75,,1,EPH,1991,FALSE,micro,urban,1991 - 2002
ARG,Argentina,LAC,Latin America and the Caribbean,Urban,1992,1992,Income,1.9,16.253492,.024619779,.01307434,.010556801,.0070861182,.45468092,11.16859,.36647618,.42753837,29352237,.016000677,.030004043,.040696826,.051240314,.062113564,.076519437,.094188422,.12062073,.16574477,.34287122,.18779205,3.1611636,9338.6992,,1,EPH,1992,FALSE,micro,urban,1991 - 2002
ARG,Argentina,LAC,Latin America and the Caribbean,Urban,1992,1992,Income,3.2,16.253492,.061102759,.024664551,.015900012,.023680886,.45468092,11.16859,.36647618,.42753837,29352237,.016000677,.030004043,.040696826,.051240314,.062113564,.076519437,.094188422,.12062073,.16574477,.34287122,.18779205,3.1611636,9338.6992,,1,EPH,1992,FALSE,micro,urban,1991 - 2002
ARG,Argentina,LAC,Latin America and the Caribbean,Urban,1992,1992,Income,5.5,16.253492,.18377075,.064244449,.034347109,.080623999,.45468092,11.16859,.36647618,.42753837,29352237,.016000677,.030004043,.040696826,.051240314,.062113564,.076519437,.094188422,.12062073,.16574477,.34287122,.18779205,3.1611636,9338.6992,,1,EPH,1992,FALSE,micro,urban,1991 - 2002
