country_code,reporting_year,pop_data_level,pcn_region_code,welfare_type,reporting_level,survey_year_before,survey_year_after,pop,incgroup_historical,coverage
AGO,2015,national,SSA,consumption,national,2008.5,2018.17,27884380,Upper middle income,FALSE
AGO,2016,national,SSA,consumption,national,2008.5,2018.17,28842482,Lower middle income,TRUE
AGO,2017,national,SSA,consumption,national,2008.5,2018.17,29816769,Lower middle income,TRUE
AGO,2018,national,SSA,consumption,national,2008.5,2018.17,30809787,Lower middle income,TRUE
AGO,2019,national,SSA,consumption,national,2018.17,,31825299,Lower middle income,TRUE
ALB,1981,national,ECA,consumption,national,1996,,2726056,Lower middle income,FALSE
ALB,1982,national,ECA,consumption,national,1996,,2784278,Lower middle income,FALSE
ALB,1983,national,ECA,consumption,national,1996,,2843960,Lower middle income,FALSE
ALB,1984,national,ECA,consumption,national,1996,,2904429,Lower middle income,FALSE
ALB,1985,national,ECA,consumption,national,1996,,2964762,Lower middle income,FALSE
ALB,1986,national,ECA,consumption,national,1996,,3022635,Lower middle income,FALSE
ALB,1987,national,ECA,consumption,national,1996,,3083605,Lower middle income,FALSE
ALB,1988,national,ECA,consumption,national,1996,,3142336,Lower middle income,FALSE
ALB,1989,national,ECA,consumption,national,1996,,3227943,Lower middle income,FALSE
ALB,1990,national,ECA,consumption,national,1996,,3286542,Lower middle income,FALSE
ALB,1991,national,ECA,consumption,national,1996,,3266790,Lower middle income,FALSE
ALB,1992,national,ECA,consumption,national,1996,,3247039,Lower middle income,FALSE
ALB,1993,national,ECA,consumption,national,1996,,3227287,Low income,TRUE
ALB,1994,national,ECA,consumption,national,1996,,3207536,Low income,TRUE
ALB,1995,national,ECA,consumption,national,1996,,3187784,Low income,TRUE
ALB,1996,national,ECA,consumption,national,1996,,3168033,Lower middle income,TRUE
ALB,1997,national,ECA,consumption,national,1996,2002,3148281,Low income,TRUE
ALB,1998,national,ECA,consumption,national,1996,2002,3128530,Lower middle income,TRUE
ALB,1999,national,ECA,consumption,national,1996,2002,3108778,Lower middle income,TRUE
ALB,2000,national,ECA,consumption,national,1996,2002,3089027,Lower middle income,TRUE
ALB,2001,national,ECA,consumption,national,1996,2002,3060173,Lower middle income,TRUE
ALB,2002,national,ECA,consumption,national,2002,,3051010,Lower middle income,TRUE
ALB,2003,national,ECA,consumption,national,2002,2005,3039616,Lower middle income,TRUE
ALB,2004,national,ECA,consumption,national,2002,2005,3026939,Lower middle income,TRUE
ALB,2005,national,ECA,consumption,national,2005,,3011487,Lower middle income,TRUE
ALB,2006,national,ECA,consumption,national,2005,2008,2992547,Lower middle income,TRUE
ALB,2007,national,ECA,consumption,national,2005,2008,2970017,Lower middle income,TRUE
ALB,2008,national,ECA,consumption,national,2008,,2947314,Lower middle income,TRUE
ALB,2009,national,ECA,consumption,national,2008,2012,2927519,Upper middle income,TRUE
ALB,2010,national,ECA,consumption,national,2008,2012,2913021,Upper middle income,TRUE
ALB,2011,national,ECA,consumption,national,2008,2012,2905195,Lower middle income,TRUE
ALB,2012,national,ECA,consumption,national,2012,,2900401,Upper middle income,TRUE
ALB,2013,national,ECA,consumption,national,2012,2014,2895092,Upper middle income,TRUE
ALB,2014,national,ECA,consumption,national,2014,,2889104,Upper middle income,TRUE
ALB,2015,national,ECA,consumption,national,2015,,2880703,Upper middle income,TRUE
ALB,2016,national,ECA,consumption,national,2016,,2876101,Upper middle income,TRUE
ALB,2017,national,ECA,consumption,national,2017,,2873457,Upper middle income,TRUE
ALB,2018,national,ECA,consumption,national,2018,,2866376,Upper middle income,TRUE
ALB,2019,national,ECA,consumption,national,2019,,2854191,Upper middle income,TRUE
AND,1981,national,OHI,,,,,37498,High income,FALSE
AND,1982,national,OHI,,,,,39115,High income,FALSE
AND,1983,national,OHI,,,,,40854,High income,FALSE
AND,1984,national,OHI,,,,,42706,High income,FALSE
AND,1985,national,OHI,,,,,44593,High income,FALSE
AND,1986,national,OHI,,,,,46520,High income,FALSE
AND,1987,national,OHI,,,,,48459,High income,FALSE
AND,1988,national,OHI,,,,,50433,High income,FALSE
AND,1989,national,OHI,,,,,52452,High income,FALSE
AND,1990,national,OHI,,,,,54508,High income,FALSE
AND,1991,national,OHI,,,,,56666,High income,FALSE
AND,1992,national,OHI,,,,,58882,High income,FALSE
AND,1993,national,OHI,,,,,60974,High income,FALSE
AND,1994,national,OHI,,,,,62676,High income,FALSE
AND,1995,national,OHI,,,,,63860,High income,FALSE
AND,1996,national,OHI,,,,,64363,High income,FALSE
AND,1997,national,OHI,,,,,64318,High income,FALSE
AND,1998,national,OHI,,,,,64140,High income,FALSE
AND,1999,national,OHI,,,,,64368,High income,FALSE
AND,2000,national,OHI,,,,,65390,High income,FALSE
AND,2001,national,OHI,,,,,67344,High income,FALSE
AND,2002,national,OHI,,,,,70048,High income,FALSE
AND,2003,national,OHI,,,,,73180,High income,FALSE
AND,2004,national,OHI,,,,,76250,High income,FALSE
AND,2005,national,OHI,,,,,78871,High income,FALSE
AND,2006,national,OHI,,,,,80995,High income,FALSE
AND,2007,national,OHI,,,,,82682,High income,FALSE
AND,2008,national,OHI,,,,,83860,High income,FALSE
AND,2009,national,OHI,,,,,84461,High income,FALSE
AND,2010,national,OHI,,,,,84454,High income,FALSE
AND,2011,national,OHI,,,,,83748,High income,FALSE
AND,2012,national,OHI,,,,,82427,High income,FALSE
AND,2013,national,OHI,,,,,80770,High income,FALSE
AND,2014,national,OHI,,,,,79213,High income,FALSE
AND,2015,national,OHI,,,,,77993,High income,FALSE
AND,2016,national,OHI,,,,,77295,High income,FALSE
AND,2017,national,OHI,,,,,76997,High income,FALSE
AND,2018,national,OHI,,,,,77008,High income,FALSE
AND,2019,national,OHI,,,,,77146,High income,FALSE
ARE,1981,national,OHI,income,national,2013.42,,1096602,High income,FALSE
ARE,1982,national,OHI,income,national,2013.42,,1164816,High income,FALSE
ARE,1983,national,OHI,income,national,2013.42,,1228457,High income,FALSE
ARE,1984,national,OHI,income,national,2013.42,,1293970,High income,FALSE
ARE,1985,national,OHI,income,national,2013.42,,1366165,High income,FALSE
ARE,1986,national,OHI,income,national,2013.42,,1446386,High income,FALSE
ARE,1987,national,OHI,income,national,2013.42,,1533526,High income,FALSE
ARE,1988,national,OHI,income,national,2013.42,,1627068,High income,FALSE
ARE,1989,national,OHI,income,national,2013.42,,1725676,High income,FALSE
ARE,1990,national,OHI,income,national,2013.42,,1828437,High income,FALSE
ARE,1991,national,OHI,income,national,2013.42,,1937159,High income,FALSE
ARE,1992,national,OHI,income,national,2013.42,,2052892,High income,FALSE
ARE,1993,national,OHI,income,national,2013.42,,2173135,High income,FALSE
ARE,1994,national,OHI,income,national,2013.42,,2294377,High income,FALSE
ARE,1995,national,OHI,income,national,2013.42,,2415099,High income,FALSE
ARE,1996,national,OHI,income,national,2013.42,,2539121,High income,FALSE
ARE,1997,national,OHI,income,national,2013.42,,2671361,High income,FALSE
ARE,1998,national,OHI,income,national,2013.42,,2813214,High income,FALSE
ARE,1999,national,OHI,income,national,2013.42,,2966029,High income,FALSE
ARE,2000,national,OHI,income,national,2013.42,,3134067,High income,FALSE
ARE,2001,national,OHI,income,national,2013.42,,3302722,High income,FALSE
ARE,2002,national,OHI,income,national,2013.42,,3478769,High income,FALSE
ARE,2003,national,OHI,income,national,2013.42,,3711931,High income,FALSE
ARE,2004,national,OHI,income,national,2013.42,,4068577,High income,FALSE
ARE,2005,national,OHI,income,national,2013.42,,4588222,High income,FALSE
ARE,2006,national,OHI,income,national,2013.42,,5300172,High income,FALSE
ARE,2007,national,OHI,income,national,2013.42,,6168846,High income,FALSE
ARE,2008,national,OHI,income,national,2013.42,,7089486,High income,FALSE
ARE,2009,national,OHI,income,national,2013.42,,7917368,High income,FALSE
ARE,2010,national,OHI,income,national,2013.42,,8549998,High income,FALSE
ARE,2011,national,OHI,income,national,2013.42,,8946778,High income,TRUE
ARE,2012,national,OHI,income,national,2013.42,,9141598,High income,TRUE
ARE,2013,national,OHI,income,national,2013.42,,9197908,High income,TRUE
ARE,2014,national,OHI,income,national,2013.42,2018,9214182,High income,TRUE
ARE,2015,national,OHI,income,national,2013.42,2018,9262896,High income,TRUE
ARE,2016,national,OHI,income,national,2013.42,2018,9360975,High income,TRUE
ARE,2017,national,OHI,income,national,2013.42,2018,9487206,High income,TRUE
ARE,2018,national,OHI,income,national,2018,,9630966,High income,TRUE
ARE,2019,national,OHI,income,national,2018,,9770526,High income,TRUE
ARG,1981,rural,LAC,,,,,4728848,Upper middle income,FALSE
ARG,1981,urban,LAC,income,urban,1980,1986,23609666,Upper middle income,TRUE
ARG,1982,rural,LAC,,,,,4676523,Upper middle income,FALSE
ARG,1982,urban,LAC,income,urban,1980,1986,24118027,Upper middle income,TRUE
ARG,1983,rural,LAC,,,,,4625159,Upper middle income,FALSE
ARG,1983,urban,LAC,income,urban,1980,1986,24636890,Upper middle income,TRUE
ARG,1984,rural,LAC,,,,,4573268,Upper middle income,FALSE
ARG,1984,urban,LAC,income,urban,1980,1986,25163829,Upper middle income,TRUE
ARG,1985,rural,LAC,,,,,4520960,Upper middle income,FALSE
ARG,1985,urban,LAC,income,urban,1980,1986,25695324,Upper middle income,TRUE
ARG,1986,rural,LAC,,,,,4468234,Upper middle income,FALSE
ARG,1986,urban,LAC,income,urban,1986,,26230730,Upper middle income,TRUE
ARG,1987,rural,LAC,,,,,4414777,Upper middle income,FALSE
ARG,1987,urban,LAC,income,urban,1987,,26769634,Upper middle income,TRUE
ARG,1988,rural,LAC,,,,,4359863,Upper middle income,FALSE
ARG,1988,urban,LAC,income,urban,1987,1991,27309076,Upper middle income,TRUE
ARG,1989,rural,LAC,,,,,4303671,Lower middle income,FALSE
ARG,1989,urban,LAC,income,urban,1987,1991,27844466,Lower middle income,TRUE
ARG,1990,rural,LAC,,,,,4245643,Lower middle income,FALSE
ARG,1990,urban,LAC,income,urban,1987,1991,28373005,Lower middle income,TRUE
ARG,1991,rural,LAC,,,,,4191771,Upper middle income,FALSE
ARG,1991,urban,LAC,income,urban,1991,,28887231,Upper middle income,TRUE
ARG,1992,rural,LAC,,,,,4177083,Upper middle income,FALSE
ARG,1992,urban,LAC,income,urban,1992,,29352237,Upper middle income,TRUE
ARG,1993,rural,LAC,,,,,4160658,Upper middle income,FALSE
ARG,1993,urban,LAC,income,urban,1993,,29809445,Upper middle income,TRUE
ARG,1994,rural,LAC,,,,,4142081,Upper middle income,FALSE
ARG,1994,urban,LAC,income,urban,1994,,30260588,Upper middle income,TRUE
ARG,1995,rural,LAC,,,,,4122262,Upper middle income,FALSE
ARG,1995,urban,LAC,income,urban,1995,,30705906,Upper middle income,TRUE
ARG,1996,rural,LAC,,,,,4100563,Upper middle income,FALSE
ARG,1996,urban,LAC,income,urban,1996,,31145813,Upper middle income,TRUE
ARG,1997,rural,LAC,,,,,4077785,Upper middle income,FALSE
ARG,1997,urban,LAC,income,urban,1997,,31579653,Upper middle income,TRUE
ARG,1998,rural,LAC,,,,,4053893,Upper middle income,FALSE
ARG,1998,urban,LAC,income,urban,1998,,32009558,Upper middle income,TRUE
ARG,1999,rural,LAC,,,,,4028898,Upper middle income,FALSE
ARG,1999,urban,LAC,income,urban,1999,,32438320,Upper middle income,TRUE
ARG,2000,rural,LAC,,,,,4003431,Upper middle income,FALSE
ARG,2000,urban,LAC,income,urban,2000,,32867365,Upper middle income,TRUE
ARG,2001,rural,LAC,,,,,3977684,Upper middle income,FALSE
ARG,2001,urban,LAC,income,urban,2001,,33297960,Upper middle income,TRUE
ARG,2002,rural,LAC,,,,,3952815,Upper middle income,FALSE
ARG,2002,urban,LAC,income,urban,2002,,33728928,Upper middle income,TRUE
ARG,2003,rural,LAC,,,,,3928382,Upper middle income,FALSE
ARG,2003,urban,LAC,income,urban,2003,,34159484,Upper middle income,TRUE
ARG,2004,rural,LAC,,,,,3903086,Upper middle income,FALSE
ARG,2004,urban,LAC,income,urban,2004,,34588884,Upper middle income,TRUE
ARG,2005,rural,LAC,,,,,3877236,Upper middle income,FALSE
ARG,2005,urban,LAC,income,urban,2005,,35015688,Upper middle income,TRUE
ARG,2006,rural,LAC,,,,,3850408,Upper middle income,FALSE
ARG,2006,urban,LAC,income,urban,2006,,35439468,Upper middle income,TRUE
ARG,2007,rural,LAC,,,,,3823186,Upper middle income,FALSE
ARG,2007,urban,LAC,income,urban,2007,,35861117,Upper middle income,TRUE
ARG,2008,rural,LAC,,,,,3795591,Upper middle income,FALSE
ARG,2008,urban,LAC,income,urban,2008,,36284568,Upper middle income,TRUE
ARG,2009,rural,LAC,,,,,3768543,Upper middle income,FALSE
ARG,2009,urban,LAC,income,urban,2009,,36714243,Upper middle income,TRUE
ARG,2010,rural,LAC,,,,,3732551,Upper middle income,FALSE
ARG,2010,urban,LAC,income,urban,2010,,37055902,Upper middle income,TRUE
ARG,2011,rural,LAC,,,,,3717660,Upper middle income,FALSE
ARG,2011,urban,LAC,income,urban,2011,,37543830,Upper middle income,TRUE
ARG,2012,rural,LAC,,,,,3705497,Upper middle income,FALSE
ARG,2012,urban,LAC,income,urban,2012,,38027774,Upper middle income,TRUE
ARG,2013,rural,LAC,,,,,3693179,Upper middle income,FALSE
ARG,2013,urban,LAC,income,urban,2013,,38509756,Upper middle income,TRUE
ARG,2014,rural,LAC,,,,,3679391,High income,FALSE
ARG,2014,urban,LAC,income,urban,2014,,38990109,High income,TRUE
ARG,2015,rural,LAC,,,,,3664923,Upper middle income,FALSE
ARG,2015,urban,LAC,income,urban,2014,2016,39467043,Upper middle income,TRUE
ARG,2016,rural,LAC,,,,,3649822,Upper middle income,FALSE
ARG,2016,urban,LAC,income,urban,2016,,39940546,Upper middle income,TRUE
ARG,2017,rural,LAC,,,,,3634137,High income,FALSE
ARG,2017,urban,LAC,income,urban,2017,,40410674,High income,TRUE
ARG,2018,rural,LAC,,,,,3617403,Upper middle income,FALSE
ARG,2018,urban,LAC,income,urban,2018,,40877099,Upper middle income,TRUE
ARG,2019,rural,LAC,,,,,3599141,Upper middle income,FALSE
ARG,2019,urban,LAC,income,urban,2019,,41339571,Upper middle income,TRUE
ARM,1981,national,ECA,income,national,1996,,3148096,Lower middle income,FALSE
ARM,1982,national,ECA,income,national,1996,,3193696,Lower middle income,FALSE
ARM,1983,national,ECA,income,national,1996,,3238592,Lower middle income,FALSE
ARM,1984,national,ECA,income,national,1996,,3285593,Lower middle income,FALSE
ARM,1985,national,ECA,income,national,1996,,3335935,Lower middle income,FALSE
ARM,1986,national,ECA,income,national,1996,,3392264,Lower middle income,FALSE
ARM,1987,national,ECA,income,national,1996,,3451947,Lower middle income,FALSE
ARM,1988,national,ECA,income,national,1996,,3504667,Lower middle income,FALSE
ARM,1989,national,ECA,income,national,1996,,3536473,Lower middle income,FALSE
ARM,1990,national,ECA,income,national,1996,,3538164,Lower middle income,FALSE
ARM,1991,national,ECA,income,national,1996,,3505249,Lower middle income,FALSE
ARM,1992,national,ECA,income,national,1996,,3442820,Lower middle income,FALSE
ARM,1993,national,ECA,income,national,1996,,3363111,Low income,TRUE
ARM,1994,national,ECA,income,national,1996,,3283664,Low income,TRUE
ARM,1995,national,ECA,income,national,1996,,3217349,Low income,TRUE
ARM,1996,national,ECA,income,national,1996,,3168213,Low income,TRUE
ARM,1997,national,ECA,income,national,1996,,3133081,Low income,TRUE
ARM,1998,national,ECA,consumption,national,1999,,3108691,Low income,TRUE
ARM,1999,national,ECA,consumption,national,1999,,3089020,Low income,TRUE
ARM,2000,national,ECA,consumption,national,1999,2001,3069597,Low income,TRUE
ARM,2001,national,ECA,consumption,national,2001,,3050686,Low income,TRUE
ARM,2002,national,ECA,consumption,national,2002,,3033976,Lower middle income,TRUE
ARM,2003,national,ECA,consumption,national,2003,,3017938,Lower middle income,TRUE
ARM,2004,national,ECA,consumption,national,2004,,3000715,Lower middle income,TRUE
ARM,2005,national,ECA,consumption,national,2005,,2981262,Lower middle income,TRUE
ARM,2006,national,ECA,consumption,national,2006,,2958301,Lower middle income,TRUE
ARM,2007,national,ECA,consumption,national,2007,,2932615,Lower middle income,TRUE
ARM,2008,national,ECA,consumption,national,2008,,2907615,Lower middle income,TRUE
ARM,2009,national,ECA,consumption,national,2009,,2888094,Lower middle income,TRUE
ARM,2010,national,ECA,consumption,national,2010,,2877314,Lower middle income,TRUE
ARM,2011,national,ECA,consumption,national,2011,,2876536,Lower middle income,TRUE
ARM,2012,national,ECA,consumption,national,2012,,2884239,Lower middle income,TRUE
ARM,2013,national,ECA,consumption,national,2013,,2897593,Lower middle income,TRUE
ARM,2014,national,ECA,consumption,national,2014,,2912403,Lower middle income,TRUE
ARM,2015,national,ECA,consumption,national,2015,,2925559,Lower middle income,TRUE
ARM,2016,national,ECA,consumption,national,2016,,2936147,Lower middle income,TRUE
ARM,2017,national,ECA,consumption,national,2017,,2944789,Upper middle income,TRUE
ARM,2018,national,ECA,consumption,national,2018,,2951741,Upper middle income,TRUE
ARM,2019,national,ECA,consumption,national,2019,,2957728,Upper middle income,TRUE
ASM,1981,national,EAP,,,,,33697,High income,FALSE
ASM,1982,national,EAP,,,,,34969,High income,FALSE
ASM,1983,national,EAP,,,,,36413,High income,FALSE
ASM,1984,national,EAP,,,,,37946,High income,FALSE
ASM,1985,national,EAP,,,,,39521,High income,FALSE
ASM,1986,national,EAP,,,,,41114,High income,FALSE
ASM,1987,national,EAP,,,,,42741,High income,FALSE
ASM,1988,national,EAP,,,,,44346,High income,FALSE
ASM,1989,national,EAP,,,,,45894,High income,FALSE
ASM,1990,national,EAP,,,,,47351,Upper middle income,FALSE
ASM,1991,national,EAP,,,,,48682,Upper middle income,FALSE
ASM,1992,national,EAP,,,,,49900,Upper middle income,FALSE
ASM,1993,national,EAP,,,,,51025,Upper middle income,FALSE
ASM,1994,national,EAP,,,,,52099,Upper middle income,FALSE
ASM,1995,national,EAP,,,,,53158,Upper middle income,FALSE
ASM,1996,national,EAP,,,,,54209,Upper middle income,FALSE
ASM,1997,national,EAP,,,,,55227,Upper middle income,FALSE
ASM,1998,national,EAP,,,,,56180,Upper middle income,FALSE
ASM,1999,national,EAP,,,,,57049,Upper middle income,FALSE
ASM,2000,national,EAP,,,,,57816,Upper middle income,FALSE
ASM,2001,national,EAP,,,,,58496,Upper middle income,FALSE
ASM,2002,national,EAP,,,,,59077,Upper middle income,FALSE
ASM,2003,national,EAP,,,,,59495,Upper middle income,FALSE
ASM,2004,national,EAP,,,,,59684,Upper middle income,FALSE
ASM,2005,national,EAP,,,,,59557,Upper middle income,FALSE
ASM,2006,national,EAP,,,,,59109,Upper middle income,FALSE
ASM,2007,national,EAP,,,,,58367,Upper middle income,FALSE
ASM,2008,national,EAP,,,,,57490,Upper middle income,FALSE
ASM,2009,national,EAP,,,,,56675,Upper middle income,FALSE
ASM,2010,national,EAP,,,,,56084,Upper middle income,FALSE
ASM,2011,national,EAP,,,,,55755,Upper middle income,FALSE
ASM,2012,national,EAP,,,,,55669,Upper middle income,FALSE
ASM,2013,national,EAP,,,,,55717,Upper middle income,FALSE
ASM,2014,national,EAP,,,,,55791,Upper middle income,FALSE
ASM,2015,national,EAP,,,,,55806,Upper middle income,FALSE
ASM,2016,national,EAP,,,,,55739,Upper middle income,FALSE
ASM,2017,national,EAP,,,,,55617,Upper middle income,FALSE
ASM,2018,national,EAP,,,,,55461,Upper middle income,FALSE
ASM,2019,national,EAP,,,,,55312,Upper middle income,FALSE
ATG,1981,national,OHI,,,,,61789,Upper middle income,FALSE
ATG,1982,national,OHI,,,,,61780,Upper middle income,FALSE
ATG,1983,national,OHI,,,,,61779,Upper middle income,FALSE
ATG,1984,national,OHI,,,,,61784,Upper middle income,FALSE
ATG,1985,national,OHI,,,,,61785,Upper middle income,FALSE
ATG,1986,national,OHI,,,,,61754,Upper middle income,FALSE
ATG,1987,national,OHI,,,,,61713,Upper middle income,FALSE
ATG,1988,national,OHI,,,,,61758,Upper middle income,FALSE
ATG,1989,national,OHI,,,,,62007,Upper middle income,FALSE
ATG,1990,national,OHI,,,,,62533,Upper middle income,FALSE
ATG,1991,national,OHI,,,,,63363,Upper middle income,FALSE
ATG,1992,national,OHI,,,,,64459,Upper middle income,FALSE
ATG,1993,national,OHI,,,,,65777,Upper middle income,FALSE
ATG,1994,national,OHI,,,,,67201,Upper middle income,FALSE
